aX,aY,aZ,gX,gY,gZ
-0.620,-0.517,0.989,25.635,-3.723,-0.732
-0.611,-0.396,0.985,11.108,-4.761,-18.005
-0.585,-0.343,0.949,-0.061,-4.883,-37.476
-0.526,-0.251,0.914,-11.780,-4.211,-50.781
-0.454,-0.145,0.893,-23.315,-2.747,-58.289
-0.384,-0.059,0.879,-29.175,-0.732,-62.622
-0.313,0.032,0.850,-28.687,1.526,-60.791
-0.250,0.116,0.790,-25.085,3.540,-55.054
-0.174,0.187,0.761,-21.118,2.075,-48.401
-0.142,0.232,0.783,-17.273,-3.113,-42.664
-0.172,0.243,0.828,-15.137,-7.751,-37.109
-0.237,0.244,0.872,-18.677,-8.789,-30.945
-0.314,0.244,0.934,-26.978,-7.446,-25.818
-0.371,0.233,1.107,-35.950,-3.906,-22.827
-0.375,0.217,1.058,-35.217,10.620,-21.423
-0.324,0.220,0.940,-28.870,25.696,-19.409
-0.324,0.231,0.948,-26.855,26.245,-18.066
-0.324,0.200,0.956,-23.743,23.499,-18.127
-0.320,0.162,0.958,-19.470,22.278,-16.174
-0.307,0.140,0.969,-15.076,20.386,-10.864
-0.283,0.135,0.980,-8.362,17.395,-2.441
-0.278,0.114,0.972,-0.183,13.306,6.470
-0.292,0.082,0.988,6.042,8.179,12.817
-0.316,0.050,1.005,8.423,4.089,16.602
-0.332,0.022,1.015,8.484,2.258,18.433
-0.355,0.000,1.009,6.775,2.319,17.944
-0.370,-0.015,1.011,5.493,3.723,15.991
-0.358,-0.029,0.998,3.784,5.432,13.306
-0.338,-0.033,0.986,3.174,6.714,11.597
-0.318,-0.027,0.957,3.662,8.484,10.681
-0.303,-0.014,0.926,4.395,9.644,9.766
-0.310,-0.013,0.903,4.211,9.216,7.507
-0.333,-0.008,0.895,3.174,7.812,4.456
-0.344,-0.005,0.902,-0.244,7.202,0.793
-0.349,-0.006,0.892,-3.540,7.751,-2.686
-0.352,0.004,0.886,-6.714,7.874,-6.165
-0.339,0.015,0.895,-11.047,6.836,-10.315
-0.320,0.029,0.894,-14.893,5.859,-14.160
-0.309,0.043,0.880,-17.456,5.676,-16.846
-0.302,0.064,0.880,-20.203,5.554,-18.860
-0.258,0.011,0.853,-20.996,2.930,-18.555
-0.262,0.019,0.892,-18.372,-4.578,-10.010
-0.313,0.084,0.933,-15.747,-5.188,-3.235
-0.310,0.105,0.939,-15.076,-3.479,-1.648
-0.297,0.088,0.902,-13.306,-0.427,-2.502
-0.299,0.094,0.887,-12.268,-0.305,-2.014

-0.535,-0.976,1.246,1.282,8.789,-18.005
-0.590,-1.052,1.210,-5.371,11.169,-22.034
-0.623,-1.121,1.185,-15.381,12.268,-26.611
-0.654,-1.163,1.186,-28.381,12.817,-31.799
-0.644,-1.186,1.165,-39.795,14.893,-36.499
-0.557,-1.178,1.118,-53.772,17.334,-37.170
-0.396,-1.050,1.057,-69.458,22.522,-35.461
-0.282,-0.900,1.002,-73.730,30.701,-44.983
-0.213,-0.731,0.950,-72.754,37.415,-65.125
-0.169,-0.536,0.932,-70.984,46.021,-90.149
-0.173,-0.311,0.908,-72.449,53.955,-107.422
-0.167,-0.009,0.851,-77.576,62.439,-113.647
-0.147,0.401,0.778,-77.209,70.557,-118.652
-0.096,0.834,0.619,-69.763,76.477,-126.282
0.034,1.285,0.485,-54.138,73.425,-136.963
0.210,1.606,0.493,-32.776,56.458,-149.353
0.388,1.763,0.422,-13.733,32.959,-157.959
0.536,1.959,0.641,3.845,-8.972,-140.930
0.629,2.129,0.787,13.855,-24.597,-117.615
0.729,2.214,0.863,13.611,-28.015,-87.891
0.783,2.161,0.857,6.531,-23.193,-53.833
0.745,2.153,0.816,-3.662,-13.550,-12.573
0.669,2.084,0.707,-14.221,-3.357,27.100
0.557,1.988,0.572,-20.508,4.639,60.364
0.481,1.821,0.482,-20.752,8.667,85.754
0.457,1.621,0.406,-16.174,10.498,106.323
0.395,1.402,0.401,-8.606,8.362,123.657
0.335,1.190,0.449,-2.136,3.174,138.000
0.296,1.044,0.476,1.526,-0.854,150.269
0.243,0.923,0.490,4.211,-4.395,157.410
0.207,0.752,0.517,4.639,-11.780,153.809
0.205,0.497,0.597,1.831,-15.259,145.569
0.243,0.262,0.658,3.113,-6.042,149.414
0.206,0.131,0.626,11.719,9.766,166.443
0.150,-0.089,0.635,23.743,16.052,174.194
0.086,-0.341,0.756,32.715,12.756,171.753
-0.036,-0.630,0.915,43.762,11.047,165.710
-0.142,-0.934,1.033,54.138,15.442,157.043
-0.214,-1.206,1.074,62.683,22.461,148.376
-0.235,-1.399,1.115,67.810,24.353,136.902
-0.222,-1.585,1.119,71.777,21.790,120.239
-0.215,-1.764,1.143,70.984,14.404,101.135
-0.272,-1.801,1.326,65.979,1.465,83.923
-0.342,-1.791,1.509,59.448,-6.714,65.308
-0.384,-1.789,1.597,50.415,-5.920,44.312
-0.403,-1.763,1.569,39.734,-1.221,25.024
-0.465,-1.675,1.502,27.283,1.770,7.080
-0.490,-1.553,1.444,12.573,-0.122,-12.939
-0.492,-1.424,1.356,-1.282,-3.113,-35.522
-0.409,-1.254,1.218,-14.099,-7.568,-58.350
-0.341,-1.094,1.119,-25.085,-14.832,-80.017
-0.292,-0.905,1.032,-31.921,-20.569,-95.337
-0.267,-0.706,0.955,-36.560,-24.902,-105.957
-0.217,-0.478,0.830,-39.734,-29.907,-114.136
-0.186,-0.265,0.779,-43.579,-39.917,-122.070
-0.129,-0.058,0.809,-46.143,-47.485,-129.517
-0.052,0.162,0.774,-43.762,-46.753,-132.812
-0.005,0.315,0.798,-41.016,-44.189,-132.751
-0.003,0.438,0.867,-40.405,-38.330,-129.333
0.021,0.597,0.906,-42.847,-27.588,-122.559
0.027,0.677,0.902,-45.898,-16.724,-117.554
0.023,0.784,0.878,-50.049,-8.972,-109.009
0.013,0.890,0.841,-51.514,-3.418,-97.351
-0.008,0.945,0.785,-52.124,-0.671,-85.999
-0.031,0.977,0.744,-51.392,-0.610,-75.134
-0.066,0.987,0.726,-47.729,-2.319,-65.125
-0.105,0.953,0.739,-41.504,-3.601,-56.580
-0.118,0.879,0.772,-32.959,-4.089,-48.218
-0.145,0.818,0.793,-24.414,-3.967,-38.391
-0.145,0.765,0.812,-18.982,-4.639,-28.259
-0.152,0.707,0.840,-13.916,-6.531,-19.287
-0.159,0.648,0.862,-12.756,-8.301,-11.719
-0.157,0.594,0.876,-10.925,-8.972,-4.517
-0.156,0.543,0.883,-11.536,-8.667,1.221
-0.149,0.499,0.894,-10.559,-6.653,6.226
-0.127,0.461,0.894,-9.094,-4.272,10.254
-0.118,0.423,0.899,-5.981,-3.174,13.977
-0.106,0.396,0.896,-3.906,-2.197,17.761
-0.099,0.365,0.910,-0.793,-2.258,21.606
-0.100,0.327,0.939,1.587,-3.052,24.780
-0.111,0.295,0.947,4.333,-2.502,27.771
-0.134,0.256,0.948,5.981,-1.953,29.846
-0.158,0.217,0.933,6.836,-1.892,30.884
-0.189,0.194,0.924,7.935,-2.197,31.799
-0.218,0.165,0.917,8.118,-2.686,31.433
-0.243,0.127,0.907,8.728,-3.174,30.151
-0.263,0.096,0.895,8.911,-3.052,28.625
-0.290,0.068,0.891,9.583,-2.441,26.794
-0.311,0.040,0.874,10.010,-1.465,24.780
-0.328,0.028,0.873,9.705,-0.549,22.339
-0.335,0.033,0.864,10.071,1.465,19.348
-0.334,0.023,0.854,10.864,2.991,15.747
-0.335,0.027,0.854,12.146,3.601,12.207
-0.332,0.028,0.866,12.085,3.540,8.728
-0.343,0.032,0.897,10.986,3.479,5.127
-0.339,0.044,0.912,8.911,5.188,1.282
-0.266,0.056,0.887,7.629,6.653,-2.014
-0.319,0.072,0.926,6.836,5.005,-3.906
-0.320,0.080,0.943,5.371,4.333,-5.737
-0.285,0.091,0.946,4.883,5.371,-7.812
-0.261,0.121,0.935,4.639,6.653,-8.667
-0.267,0.134,0.934,4.883,5.859,-10.132
-0.268,0.144,0.947,4.211,5.005,-11.963
-0.245,0.144,0.954,4.944,5.005,-12.756
-0.225,0.150,0.957,5.371,5.249,-12.085
-0.224,0.151,0.962,5.432,4.700,-10.559
-0.225,0.150,0.965,4.639,4.028,-8.240
-0.233,0.151,0.982,4.211,4.028,-5.981
-0.245,0.142,1.000,4.333,4.272,-4.089
-0.249,0.133,0.994,3.418,4.578,-2.869
-0.250,0.125,0.989,1.892,4.272,-2.014
-0.257,0.125,0.990,1.282,3.723,-1.404
-0.260,0.120,0.990,0.244,2.441,-1.221
-0.269,0.127,0.985,0.000,1.343,-0.732
-0.273,0.134,0.969,-0.671,0.732,-0.793
-0.266,0.131,0.957,-1.343,-0.061,-1.465
-0.265,0.140,0.942,-1.648,-0.671,-1.221
-0.266,0.143,0.939,-1.648,-1.648,-0.732
-0.263,0.145,0.934,-1.099,-1.709,-0.549

-0.463,1.231,1.006,-37.292,38.330,-6.836
-0.314,1.445,0.903,-37.231,35.889,-11.475
-0.033,1.568,0.706,-35.522,31.616,-15.137
0.315,1.644,0.464,-34.912,24.597,-13.306
0.678,1.682,0.293,-32.471,11.353,1.099
0.956,1.630,0.225,-22.095,-0.305,30.396
1.115,1.363,0.168,-0.916,0.183,71.472
1.166,1.081,0.110,23.071,12.878,119.873
1.089,0.792,0.068,47.913,26.611,166.565
0.825,0.486,0.196,70.740,29.785,200.317
0.585,0.113,0.396,89.661,29.114,216.736
0.387,-0.260,0.557,109.375,31.860,220.459
0.235,-0.642,0.703,128.540,30.884,216.309
-0.027,-0.995,0.925,140.259,19.836,199.585
-0.277,-1.381,1.190,142.334,0.427,173.218
-0.528,-1.702,1.466,132.141,-21.057,145.264
-0.743,-1.917,1.691,110.352,-36.621,117.737
-0.826,-1.983,1.760,81.177,-41.016,90.027
-0.786,-2.007,1.680,53.589,-36.621,61.646
-0.705,-1.996,1.592,28.992,-29.175,34.180
-0.588,-1.960,1.470,9.277,-18.066,11.230
-0.481,-1.872,1.338,-7.446,-5.127,-6.470
-0.413,-1.732,1.175,-20.447,6.531,-20.447
-0.394,-1.605,1.039,-29.236,16.479,-33.508
-0.354,-1.464,0.919,-33.875,24.597,-45.593
-0.317,-1.316,0.803,-34.424,29.175,-58.472
-0.264,-1.221,0.709,-33.447,26.306,-72.998
-0.221,-1.119,0.689,-32.532,16.296,-86.792
-0.203,-0.989,0.688,-31.921,3.235,-99.060
-0.162,-0.889,0.691,-31.982,-11.780,-113.098
-0.093,-0.761,0.729,-32.471,-24.658,-125.916
-0.060,-0.609,0.765,-33.386,-30.151,-133.240
-0.122,-0.463,0.836,-36.804,-27.588,-135.132
-0.104,-0.275,0.851,-39.795,-11.169,-131.592
-0.093,-0.051,0.784,-41.260,14.221,-128.662
-0.106,0.176,0.773,-47.302,31.921,-127.930
-0.093,0.380,0.832,-58.960,39.551,-130.554
-0.050,0.565,0.870,-70.923,43.640,-135.132
-0.013,0.784,0.867,-76.721,46.143,-137.512
0.022,0.988,0.866,-75.134,45.044,-137.329
0.052,1.175,0.821,-66.711,40.527,-135.437
0.088,1.370,0.760,-54.260,32.104,-131.592
0.135,1.577,0.707,-41.199,20.264,-125.366
0.196,1.740,0.671,-27.893,7.446,-116.028
0.276,1.842,0.650,-15.625,-2.258,-102.112
0.394,1.862,0.678,-4.883,-8.850,-82.275
0.442,1.875,0.727,3.540,-10.620,-54.688
0.443,1.866,0.789,8.118,-13.123,-22.034
0.386,1.679,0.762,8.789,-15.198,7.690
0.383,1.433,0.604,11.047,-2.319,20.203
0.419,1.274,0.796,12.085,-14.221,45.532
0.405,1.204,0.883,20.874,-15.320,73.120
0.316,1.042,0.778,31.433,-7.629,95.581
0.235,0.754,0.779,35.156,-11.169,103.516
0.148,0.531,0.929,37.048,-19.653,111.877
0.091,0.413,0.958,39.551,-15.442,121.094
0.041,0.215,0.915,42.175,-8.545,123.474
-0.044,-0.018,0.942,43.945,-11.047,122.131
-0.149,-0.224,1.009,44.250,-15.259,120.483
-0.217,-0.383,1.066,43.762,-14.343,119.019
-0.287,-0.497,1.071,43.213,-9.216,115.112
-0.348,-0.606,1.031,41.626,-4.517,105.713
-0.387,-0.715,1.000,39.368,-4.456,92.712
-0.415,-0.791,1.005,37.781,-6.775,80.200
-0.358,-0.833,0.999,38.208,-6.348,70.740
-0.296,-0.821,0.963,42.053,-3.601,65.125
-0.275,-0.798,0.889,47.485,-1.892,55.969
-0.287,-0.835,0.879,50.781,-4.761,43.396
-0.293,-0.862,0.926,52.490,-13.794,33.936
-0.312,-0.848,0.943,49.072,-17.212,26.917
-0.371,-0.865,0.992,42.175,-14.282,17.212
-0.420,-0.836,1.023,36.621,-11.169,9.399
-0.480,-0.768,1.030,25.269,-5.432,1.099
-0.489,-0.645,1.035,12.573,-0.916,-8.606
-0.450,-0.525,0.996,2.563,3.235,-21.545
-0.392,-0.416,0.959,-3.601,4.517,-34.363
-0.329,-0.294,0.950,-10.803,4.150,-44.006
-0.271,-0.194,0.922,-12.451,6.653,-50.781
-0.220,-0.092,0.899,-13.428,9.460,-54.016
-0.175,-0.002,0.893,-14.282,10.864,-54.443
-0.139,0.074,0.880,-15.076,12.085,-52.429
-0.119,0.130,0.890,-14.343,12.939,-47.668
-0.090,0.184,0.897,-11.963,13.367,-41.077
-0.091,0.215,0.885,-11.475,14.221,-34.546
-0.129,0.234,0.902,-11.597,12.634,-28.137
-0.138,0.249,0.966,-13.428,8.545,-22.095
-0.139,0.241,0.941,-13.977,12.024,-19.897
-0.149,0.244,0.920,-13.550,11.169,-17.212
-0.168,0.247,0.954,-14.893,3.662,-14.282
-0.237,0.231,0.998,-13.062,-2.136,-11.963
-0.223,0.192,1.009,-10.742,-2.075,-11.047
-0.148,0.176,1.019,-10.193,-2.014,-8.301
-0.165,0.192,1.043,-7.263,-1.221,-3.113
-0.206,0.159,1.028,-3.662,-0.061,-0.793
-0.219,0.128,1.012,-2.014,-1.343,2.136
-0.215,0.115,1.001,0.244,-2.747,5.920
-0.214,0.103,0.995,4.761,-3.174,8.301
-0.232,0.080,1.004,9.644,-3.906,8.911
-0.234,0.056,1.018,11.414,-4.333,8.545
-0.229,0.022,1.027,13.489,-2.869,7.751
-0.226,-0.002,0.988,17.273,0.244,6.897
-0.234,-0.028,0.970,18.494,1.587,6.531
-0.234,-0.027,0.938,18.127,0.061,5.920
-0.241,-0.039,0.961,10.925,-2.625,3.906
-0.240,-0.050,0.973,8.850,-3.479,2.808
-0.240,-0.046,0.962,9.216,-2.197,2.625
-0.247,-0.042,0.941,9.460,-0.244,2.319
-0.249,-0.040,0.927,10.132,0.183,1.587
-0.246,-0.033,0.930,8.606,-0.488,0.671
-0.231,-0.019,0.938,5.432,-0.793,0.061
-0.220,-0.007,0.935,4.028,-0.305,-0.305
-0.215,-0.002,0.922,2.319,0.732,-0.549
-0.219,-0.001,0.908,-0.549,0.854,-0.366
-0.229,0.012,0.906,-4.333,0.122,0.122
-0.240,0.022,0.903,-6.287,-0.488,0.244
-0.249,0.044,0.912,-10.620,-0.977,-0.488
-0.241,0.059,0.920,-11.719,-0.183,-1.282
-0.235,0.073,0.919,-10.376,1.526,-1.282
-0.233,0.076,0.911,-6.836,2.625,-0.732

-0.616,1.449,0.798,-39.429,50.720,-2.380
-0.552,1.744,0.742,-33.997,48.218,-10.193
-0.347,1.907,0.880,-29.602,35.400,-17.517
-0.082,1.861,1.154,-19.287,23.926,-27.405
0.170,1.553,1.243,-11.108,21.118,-31.189
0.458,1.350,1.334,-18.005,20.996,-19.043
0.515,1.047,1.342,-28.503,24.963,-7.202
0.415,0.657,1.186,-37.109,34.180,9.277
0.300,0.296,0.853,-28.259,47.546,34.729
0.205,-0.018,0.525,-4.822,55.176,62.927
0.094,-0.247,0.394,24.719,55.298,85.815
-0.037,-0.430,0.450,49.316,45.349,97.839
-0.135,-0.665,0.563,71.655,30.823,97.412
-0.172,-0.855,0.723,84.900,15.076,91.675
-0.163,-0.984,0.855,87.097,-1.160,80.811
-0.162,-1.169,0.922,84.045,-14.893,62.683
-0.156,-1.386,0.968,72.083,-25.513,42.847
-0.132,-1.470,1.028,54.565,-29.846,28.748
-0.114,-1.489,1.066,42.664,-23.682,17.700
-0.059,-1.488,1.054,37.537,-11.414,4.517
0.053,-1.461,1.017,32.532,0.610,-6.836
0.174,-1.461,0.994,22.339,11.841,-17.944
0.299,-1.428,0.956,14.038,22.522,-24.963
0.388,-1.366,0.889,10.986,31.616,-25.879
0.393,-1.309,0.759,12.451,36.194,-22.156
0.397,-1.178,0.667,8.606,28.198,-14.587
0.390,-1.096,0.642,0.488,10.498,-14.465
0.315,-1.074,0.630,1.526,-8.362,-19.287
0.210,-1.007,0.654,6.287,-28.809,-18.066
0.060,-0.937,0.673,10.925,-47.363,-16.907
-0.086,-0.882,0.729,11.353,-61.890,-20.813
-0.221,-0.817,0.798,7.507,-71.167,-27.039
-0.369,-0.693,0.833,8.545,-73.364,-31.738
-0.495,-0.531,0.882,10.315,-71.167,-35.400
-0.596,-0.395,0.938,11.841,-64.697,-39.490
-0.670,-0.254,1.049,8.789,-50.720,-43.518
-0.719,-0.112,1.161,-0.305,-29.114,-46.509
-0.701,-0.005,1.217,-15.564,-2.319,-51.636
-0.698,0.074,1.270,-35.645,22.888,-58.899
-0.600,0.201,1.256,-54.688,45.288,-63.049
-0.474,0.357,1.250,-69.275,60.059,-64.453
-0.351,0.525,1.258,-79.041,69.153,-65.002
-0.207,0.730,1.214,-84.473,74.951,-64.392
-0.023,0.986,1.194,-94.177,71.716,-63.110
-0.050,1.254,1.189,-101.990,61.829,-59.265
0.009,1.455,1.052,-103.821,50.964,-60.669
0.185,1.527,0.885,-95.581,39.551,-68.176
0.354,1.611,0.599,-74.097,33.203,-64.575
0.375,1.747,0.497,-47.913,10.132,-40.894
0.352,1.739,0.599,-22.034,-21.606,-17.456
0.344,1.517,0.682,8.118,-38.025,1.221
0.356,1.330,0.697,34.363,-39.063,21.362
0.319,1.070,0.801,49.316,-40.649,41.138
0.258,0.806,0.905,58.289,-39.917,58.838
0.178,0.586,0.930,63.660,-33.386,75.073
0.078,0.389,0.920,65.125,-27.283,87.952
-0.016,0.193,0.919,64.209,-24.353,95.764
-0.112,0.016,0.952,64.575,-22.644,100.403
-0.178,-0.127,0.962,67.139,-20.447,102.661
-0.251,-0.282,0.946,65.979,-14.709,98.206
-0.298,-0.421,0.907,64.880,-9.521,90.454
-0.326,-0.544,0.901,63.110,-5.127,80.078
-0.333,-0.666,0.912,59.692,-0.122,67.200
-0.306,-0.754,0.914,52.673,5.676,53.955
-0.277,-0.807,0.925,45.166,8.789,41.077
-0.232,-0.836,0.935,38.025,10.132,29.236
-0.179,-0.855,0.935,32.471,10.864,19.653
-0.131,-0.856,0.902,32.104,13.489,11.658
-0.083,-0.833,0.852,32.166,14.587,4.944
-0.062,-0.805,0.834,28.259,10.864,-0.488
-0.045,-0.772,0.848,20.752,3.174,-5.005
-0.052,-0.744,0.899,12.268,-3.662,-10.132
-0.113,-0.713,0.963,4.639,-7.324,-13.062
-0.186,-0.646,1.034,-5.798,-6.836,-13.733
-0.250,-0.575,1.100,-14.587,-3.357,-15.076
-0.281,-0.500,1.123,-18.250,4.517,-17.639
-0.300,-0.411,1.068,-17.639,15.198,-20.264
-0.306,-0.335,0.994,-15.381,20.752,-23.010
-0.301,-0.247,0.951,-18.921,20.691,-27.344
-0.282,-0.164,0.938,-23.804,18.799,-33.447
-0.359,-0.169,0.946,-28.564,17.029,-39.490
-0.200,-0.112,0.898,-38.208,17.761,-36.926
-0.101,0.065,0.926,-46.509,15.076,-29.236
-0.060,0.157,0.930,-42.480,12.817,-28.992
-0.033,0.179,0.922,-36.438,11.292,-32.349
-0.008,0.199,0.930,-33.691,10.193,-31.677
-0.008,0.230,0.963,-31.921,9.521,-27.039
-0.033,0.291,0.968,-30.090,10.010,-23.254
-0.021,0.338,0.992,-29.236,8.728,-24.780
0.036,0.162,1.056,-30.762,6.897,-30.090
-0.017,0.194,0.954,-18.921,14.282,-22.278
0.028,0.140,1.003,-16.235,12.024,-13.367
0.003,0.140,0.955,-7.996,11.169,-4.028
0.005,0.145,0.961,-1.282,8.240,3.601
-0.007,0.105,0.988,1.526,3.357,6.226
-0.024,0.054,0.989,4.517,0.366,7.507
-0.016,0.024,0.998,6.897,-2.075,10.376
-0.010,0.014,0.979,9.521,-2.502,13.000
-0.015,-0.004,0.956,11.475,-3.540,13.123
-0.043,-0.054,0.963,13.550,-5.981,11.719
-0.054,-0.073,0.949,15.015,-6.897,12.268
-0.112,-0.083,0.940,11.902,-5.554,12.451
-0.108,-0.147,0.956,9.705,-5.676,14.038
-0.076,-0.091,0.971,6.714,-6.897,18.738
-0.124,-0.102,0.984,7.690,-7.385,18.188
-0.142,-0.142,0.979,8.301,-6.714,15.564
-0.146,-0.146,0.984,7.080,-6.165,15.442
-0.154,-0.142,0.985,5.859,-5.615,15.076
-0.163,-0.139,0.981,6.104,-4.333,13.123
-0.172,-0.145,0.961,7.019,-3.174,10.986
-0.178,-0.128,0.961,4.944,-3.296,9.399
-0.187,-0.120,0.971,5.371,-3.601,7.324
-0.174,-0.109,0.976,4.395,-3.540,5.127
-0.168,-0.096,0.976,4.578,-3.174,3.723
-0.177,-0.085,0.981,5.859,-2.808,3.357
-0.174,-0.078,0.977,5.249,-2.197,2.686
-0.208,-0.073,0.976,5.554,-1.587,2.563
-0.171,-0.050,0.967,3.235,-0.977,3.113
-0.152,-0.018,0.962,3.540,-0.977,3.296

-0.288,-1.111,1.388,-72.754,-22.278,-21.301
-0.323,-1.112,1.376,-53.406,-11.230,-33.325
-0.288,-1.035,1.338,-54.749,1.099,-44.739
-0.220,-0.973,1.194,-49.133,6.592,-56.213
-0.151,-0.915,1.099,-48.157,5.737,-67.566
-0.076,-0.804,1.042,-43.274,0.732,-73.914
-0.040,-0.695,0.981,-34.424,-2.686,-76.782
-0.051,-0.568,0.953,-22.705,-5.249,-74.768
-0.110,-0.374,0.961,-12.451,-7.324,-66.528
-0.204,-0.170,0.963,-6.348,-4.639,-57.678
-0.259,0.027,1.003,-10.559,1.404,-52.551
-0.246,0.259,1.030,-22.522,13.184,-49.622
-0.147,0.535,0.992,-38.147,27.832,-47.607
-0.030,0.854,0.872,-52.368,38.574,-44.556
0.074,1.186,0.758,-58.960,39.673,-39.185
0.171,1.494,0.667,-54.932,35.645,-34.180
0.245,1.686,0.619,-42.480,27.466,-29.114
0.274,1.770,0.617,-27.893,16.113,-21.118
0.255,1.806,0.669,-16.479,4.639,-7.690
0.219,1.803,0.706,-8.545,0.977,8.606
0.205,1.770,0.681,-1.160,8.484,25.146
0.222,1.718,0.678,2.930,16.174,40.955
0.229,1.638,0.740,4.761,19.165,56.641
0.246,1.536,0.760,7.446,22.095,72.815
0.261,1.410,0.758,10.620,23.682,87.585
0.235,1.251,0.752,15.869,23.132,101.624
0.180,1.080,0.757,25.391,20.996,114.441
0.124,0.913,0.779,37.109,18.799,124.329
0.046,0.707,0.832,49.622,15.869,129.333
-0.029,0.467,0.879,59.448,13.306,128.784
-0.072,0.246,0.913,66.833,10.864,125.977
-0.106,0.021,0.933,71.899,7.690,121.155
-0.129,-0.195,0.962,72.388,3.662,110.718
-0.133,-0.391,0.977,73.059,0.854,98.816
-0.119,-0.568,0.993,73.608,0.488,87.952
-0.115,-0.715,1.039,70.862,1.465,75.684
-0.101,-0.870,1.096,72.815,1.038,65.186
-0.088,-1.001,1.139,67.261,1.953,54.749
-0.066,-1.105,1.196,58.105,3.052,44.556
-0.004,-1.153,1.207,51.147,7.935,29.602
0.026,-1.325,1.138,52.124,12.878,6.958
0.043,-1.436,1.100,49.805,8.789,-5.371
0.057,-1.522,0.972,45.471,6.653,-10.681
0.034,-1.556,0.827,35.095,5.371,-14.954
-0.002,-1.468,0.802,20.630,-1.465,-15.137
0.013,-1.367,0.769,10.925,-6.287,-18.860
0.018,-1.315,0.699,8.850,-10.803,-28.809
0.004,-1.310,0.581,10.193,-17.212,-37.842
-0.057,-1.262,0.483,1.465,-25.208,-41.626
-0.137,-1.141,0.547,-18.738,-37.231,-43.518
-0.189,-1.040,0.665,-31.372,-49.438,-48.950
-0.227,-0.950,0.754,-33.020,-55.481,-57.434
-0.247,-0.842,0.765,-24.597,-54.749,-64.941
-0.259,-0.697,0.764,-17.212,-52.490,-70.251
-0.277,-0.558,0.849,-12.512,-51.086,-74.219
-0.243,-0.420,0.915,-9.094,-46.021,-75.623
-0.295,-0.228,0.970,-10.498,-35.583,-72.266
-0.347,0.009,1.074,-24.536,-25.513,-67.627
-0.280,0.151,1.179,-39.307,-7.629,-70.190
-0.145,0.298,1.070,-43.152,24.719,-74.463
-0.045,0.452,1.038,-46.570,37.292,-72.754
-0.010,0.544,1.083,-49.927,38.269,-67.810
0.041,0.601,1.128,-50.476,41.626,-58.533
0.108,0.695,1.074,-49.561,49.438,-46.936
0.067,0.717,1.023,-49.744,51.025,-37.964
0.098,0.688,0.961,-52.246,44.128,-31.616
0.116,0.670,0.970,-52.795,31.616,-23.193
0.127,0.623,0.907,-47.913,25.085,-14.099
0.115,0.574,0.877,-39.978,16.785,-4.333
0.051,0.501,0.912,-35.217,4.883,2.014
0.004,0.401,0.967,-30.273,-3.357,6.165
-0.040,0.295,0.963,-22.583,-3.357,10.132
-0.090,0.240,0.921,-14.343,-1.282,16.296
-0.117,0.161,0.900,-10.925,-3.113,18.250
-0.132,0.093,0.887,-4.822,-6.653,18.555
-0.150,0.036,0.917,1.770,-11.658,18.433
-0.169,-0.016,0.952,6.104,-13.306,17.334
-0.185,-0.053,0.945,9.155,-10.437,15.869
-0.190,-0.074,0.973,11.597,-7.629,13.794
-0.169,-0.140,0.938,15.381,-5.005,10.315
-0.156,-0.144,0.905,16.846,-2.136,8.057
-0.156,-0.177,0.897,17.761,-6.470,6.287
-0.155,-0.195,0.932,13.062,-11.108,4.395
-0.161,-0.205,0.957,7.629,-11.902,3.235
-0.178,-0.201,0.984,6.470,-9.705,2.380
-0.192,-0.208,1.007,7.446,-6.287,0.671
-0.200,-0.192,1.021,6.897,-3.235,-0.244
-0.204,-0.177,1.022,3.784,-1.221,-1.953
-0.202,-0.169,1.032,-0.488,-1.587,-3.479
-0.197,-0.141,1.047,-3.113,-2.625,-4.578
-0.203,-0.120,1.052,-2.197,-2.258,-5.249
-0.205,-0.099,1.041,-1.465,-0.427,-6.042
-0.190,-0.073,1.018,-2.319,-0.061,-6.348
-0.172,-0.060,1.015,-6.226,-0.854,-7.324
-0.197,-0.058,1.027,-8.606,-1.099,-7.690
-0.160,0.024,0.996,-11.902,0.977,-7.629
-0.136,-0.012,0.962,-13.855,0.793,-10.559
-0.122,0.007,0.981,-13.367,-1.892,-10.864
-0.125,0.037,0.990,-11.414,-2.747,-8.789
-0.127,0.044,0.978,-9.094,-0.793,-8.057
-0.130,0.051,0.971,-7.568,0.183,-7.263
-0.119,0.068,0.992,-7.690,-0.671,-7.080
-0.104,0.062,1.000,-7.385,-0.610,-7.263
-0.095,0.064,1.004,-7.202,0.122,-6.287
-0.089,0.060,1.021,-6.653,-0.977,-4.883
-0.083,0.044,1.026,-4.883,-1.709,-3.540
-0.081,0.031,1.023,-3.113,-2.319,-2.197
-0.083,0.014,1.027,-3.601,-3.174,-0.793
-0.088,-0.003,1.027,-3.540,-3.601,0.488
-0.096,-0.018,1.016,-2.502,-3.296,1.892
-0.108,-0.025,0.999,-1.709,-2.625,3.296
-0.123,-0.028,0.977,-2.319,-2.991,4.211
-0.134,-0.039,0.959,-3.601,-4.089,4.517
-0.143,-0.050,0.953,-4.150,-5.676,4.517
-0.149,-0.053,0.944,-3.235,-6.226,4.272
-0.156,-0.059,0.933,-1.221,-5.798,3.845
-0.163,-0.066,0.939,0.305,-5.676,3.418
